size,algo,trial,ops,disorder,strategy
12,--complex,20,76,51.51,Complex / O(n log n)
12,--complex,21,76,34.84,Complex / O(n log n)
12,--complex,22,76,43.93,Complex / O(n log n)
12,--complex,23,76,46.96,Complex / O(n log n)
12,--complex,24,76,42.42,Complex / O(n log n)
12,--complex,25,76,57.57,Complex / O(n log n)
12,--complex,26,76,46.96,Complex / O(n log n)
12,--complex,27,76,75.75,Complex / O(n log n)
12,--complex,28,76,40.90,Complex / O(n log n)
12,--complex,29,76,50.0,Complex / O(n log n)
12,--complex,30,76,59.9,Complex / O(n log n)
12,--complex,31,76,43.93,Complex / O(n log n)
12,--complex,32,76,56.6,Complex / O(n log n)
12,--complex,33,76,65.15,Complex / O(n log n)
12,--complex,34,76,69.69,Complex / O(n log n)
12,--complex,35,76,69.69,Complex / O(n log n)
12,--complex,36,76,46.96,Complex / O(n log n)
12,--complex,37,76,66.66,Complex / O(n log n)
12,--complex,38,76,37.87,Complex / O(n log n)
12,--complex,39,76,43.93,Complex / O(n log n)
12,--complex,40,76,59.9,Complex / O(n log n)
12,--complex,41,76,78.78,Complex / O(n log n)
12,--complex,42,76,62.12,Complex / O(n log n)
12,--complex,43,76,37.87,Complex / O(n log n)
12,--complex,44,76,36.36,Complex / O(n log n)
12,--complex,45,76,48.48,Complex / O(n log n)
12,--complex,46,76,45.45,Complex / O(n log n)
12,--complex,47,76,37.87,Complex / O(n log n)
12,--complex,48,76,33.33,Complex / O(n log n)
12,--complex,49,76,50.0,Complex / O(n log n)
12,--complex,50,76,57.57,Complex / O(n log n)
12,--adaptative,1,44,50.0,Adaptative / O(n√n)
12,--adaptative,2,41,60.60,Adaptative / O(n√n)
12,--adaptative,3,44,53.3,Adaptative / O(n√n)
12,--adaptative,4,44,59.9,Adaptative / O(n√n)
12,--adaptative,5,43,45.45,Adaptative / O(n√n)
12,--adaptative,6,40,31.81,Adaptative / O(n√n)
12,--adaptative,7,41,48.48,Adaptative / O(n√n)
12,--adaptative,8,41,33.33,Adaptative / O(n√n)
12,--adaptative,9,46,54.54,Adaptative / O(n√n)
12,--adaptative,10,38,31.81,Adaptative / O(n√n)
12,--adaptative,11,38,36.36,Adaptative / O(n√n)
12,--adaptative,12,43,31.81,Adaptative / O(n√n)
12,--adaptative,13,41,39.39,Adaptative / O(n√n)
12,--adaptative,14,44,56.6,Adaptative / O(n√n)
12,--adaptative,15,44,50.0,Adaptative / O(n√n)
12,--adaptative,16,45,60.60,Adaptative / O(n√n)
12,--adaptative,17,39,31.81,Adaptative / O(n√n)
12,--adaptative,18,45,42.42,Adaptative / O(n√n)
12,--adaptative,19,39,53.3,Adaptative / O(n√n)
12,--adaptative,20,45,43.93,Adaptative / O(n√n)
12,--adaptative,21,41,45.45,Adaptative / O(n√n)
12,--adaptative,22,39,43.93,Adaptative / O(n√n)
12,--adaptative,23,44,37.87,Adaptative / O(n√n)
12,--adaptative,24,47,46.96,Adaptative / O(n√n)
12,--adaptative,25,38,60.60,Adaptative / O(n√n)
12,--adaptative,26,38,56.6,Adaptative / O(n√n)
12,--adaptative,27,44,45.45,Adaptative / O(n√n)
12,--adaptative,28,44,63.63,Adaptative / O(n√n)
12,--adaptative,29,48,62.12,Adaptative / O(n√n)
12,--adaptative,30,76,69.69,Adaptative / O(n log n)
12,--adaptative,31,43,60.60,Adaptative / O(n√n)
12,--adaptative,32,48,62.12,Adaptative / O(n√n)
12,--adaptative,33,43,40.90,Adaptative / O(n√n)
12,--adaptative,34,42,45.45,Adaptative / O(n√n)
12,--adaptative,35,76,65.15,Adaptative / O(n log n)
12,--adaptative,36,37,46.96,Adaptative / O(n√n)
12,--adaptative,37,76,71.21,Adaptative / O(n log n)
12,--adaptative,38,46,50.0,Adaptative / O(n√n)
12,--adaptative,39,39,34.84,Adaptative / O(n√n)
12,--adaptative,40,42,53.3,Adaptative / O(n√n)
12,--adaptative,41,40,51.51,Adaptative / O(n√n)
12,--adaptative,42,44,56.6,Adaptative / O(n√n)
12,--adaptative,43,44,48.48,Adaptative / O(n√n)
12,--adaptative,44,43,50.0,Adaptative / O(n√n)
12,--adaptative,45,44,59.9,Adaptative / O(n√n)
12,--adaptative,46,42,36.36,Adaptative / O(n√n)
12,--adaptative,47,34,24.24,Adaptative / O(n√n)
12,--adaptative,48,46,57.57,Adaptative / O(n√n)
12,--adaptative,49,38,51.51,Adaptative / O(n√n)
12,--adaptative,50,42,40.90,Adaptative / O(n√n)
15,--simple,1,55,52.38,Simple / O(n^2)
15,--simple,2,61,52.38,Simple / O(n^2)
15,--simple,3,69,60.95,Simple / O(n^2)
15,--simple,4,54,64.76,Simple / O(n^2)
15,--simple,5,64,49.52,Simple / O(n^2)
15,--simple,6,52,61.90,Simple / O(n^2)
15,--simple,7,51,35.23,Simple / O(n^2)
15,--simple,8,58,65.71,Simple / O(n^2)
15,--simple,9,60,31.42,Simple / O(n^2)
15,--simple,10,57,60.0,Simple / O(n^2)
15,--simple,11,55,51.42,Simple / O(n^2)
15,--simple,12,61,45.71,Simple / O(n^2)
15,--simple,13,64,50.47,Simple / O(n^2)
15,--simple,14,59,38.9,Simple / O(n^2)
15,--simple,15,59,59.4,Simple / O(n^2)
15,--simple,16,58,30.47,Simple / O(n^2)
15,--simple,17,58,56.19,Simple / O(n^2)
15,--simple,18,70,58.9,Simple / O(n^2)
15,--simple,19,58,39.4,Simple / O(n^2)
15,--simple,20,58,45.71,Simple / O(n^2)
15,--simple,21,56,41.90,Simple / O(n^2)
15,--simple,22,68,52.38,Simple / O(n^2)
15,--simple,23,61,53.33,Simple / O(n^2)
15,--simple,24,53,49.52,Simple / O(n^2)
15,--simple,25,56,61.90,Simple / O(n^2)
15,--simple,26,61,45.71,Simple / O(n^2)
15,--simple,27,64,45.71,Simple / O(n^2)
15,--simple,28,56,40.95,Simple / O(n^2)
15,--simple,29,63,46.66,Simple / O(n^2)
15,--simple,30,62,46.66,Simple / O(n^2)
15,--simple,31,56,53.33,Simple / O(n^2)
15,--simple,32,63,53.33,Simple / O(n^2)
15,--simple,33,70,59.4,Simple / O(n^2)
15,--simple,34,53,70.47,Simple / O(n^2)
15,--simple,35,61,60.95,Simple / O(n^2)
15,--simple,36,61,42.85,Simple / O(n^2)
15,--simple,37,51,59.4,Simple / O(n^2)
15,--simple,38,61,41.90,Simple / O(n^2)
15,--simple,39,54,76.19,Simple / O(n^2)
15,--simple,40,53,64.76,Simple / O(n^2)
15,--simple,41,68,53.33,Simple / O(n^2)
15,--simple,42,64,65.71,Simple / O(n^2)
15,--simple,43,63,60.0,Simple / O(n^2)
15,--simple,44,54,45.71,Simple / O(n^2)
15,--simple,45,56,42.85,Simple / O(n^2)
15,--simple,46,63,38.9,Simple / O(n^2)
15,--simple,47,49,40.95,Simple / O(n^2)
15,--simple,48,56,46.66,Simple / O(n^2)
15,--simple,49,63,55.23,Simple / O(n^2)
15,--simple,50,52,48.57,Simple / O(n^2)
15,--intermediate,1,52,48.57,Intermediate / O(n√n)
15,--intermediate,2,67,49.52,Intermediate / O(n√n)
15,--intermediate,3,58,48.57,Intermediate / O(n√n)
15,--intermediate,4,52,44.76,Intermediate / O(n√n)
15,--intermediate,5,59,53.33,Intermediate / O(n√n)
15,--intermediate,6,58,40.95,Intermediate / O(n√n)
15,--intermediate,7,55,44.76,Intermediate / O(n√n)
15,--intermediate,8,59,41.90,Intermediate / O(n√n)
15,--intermediate,9,54,39.4,Intermediate / O(n√n)
15,--intermediate,10,58,46.66,Intermediate / O(n√n)
15,--intermediate,11,51,69.52,Intermediate / O(n√n)
15,--intermediate,12,58,45.71,Intermediate / O(n√n)
15,--intermediate,13,61,65.71,Intermediate / O(n√n)
15,--intermediate,14,54,40.95,Intermediate / O(n√n)
15,--intermediate,15,65,44.76,Intermediate / O(n√n)
15,--intermediate,16,59,59.4,Intermediate / O(n√n)
15,--intermediate,17,53,53.33,Intermediate / O(n√n)
15,--intermediate,18,53,49.52,Intermediate / O(n√n)
15,--intermediate,19,59,41.90,Intermediate / O(n√n)
15,--intermediate,20,67,62.85,Intermediate / O(n√n)
15,--intermediate,21,58,49.52,Intermediate / O(n√n)
15,--intermediate,22,59,45.71,Intermediate / O(n√n)
15,--intermediate,23,51,35.23,Intermediate / O(n√n)
15,--intermediate,24,56,45.71,Intermediate / O(n√n)
15,--intermediate,25,52,60.0,Intermediate / O(n√n)
15,--intermediate,26,57,62.85,Intermediate / O(n√n)
15,--intermediate,27,54,38.9,Intermediate / O(n√n)
15,--intermediate,28,52,43.80,Intermediate / O(n√n)
15,--intermediate,29,52,43.80,Intermediate / O(n√n)
15,--intermediate,30,52,40.95,Intermediate / O(n√n)
15,--intermediate,31,55,46.66,Intermediate / O(n√n)
15,--intermediate,32,56,47.61,Intermediate / O(n√n)
15,--intermediate,33,52,52.38,Intermediate / O(n√n)
15,--intermediate,34,52,48.57,Intermediate / O(n√n)
15,--intermediate,35,61,52.38,Intermediate / O(n√n)
15,--intermediate,36,55,53.33,Intermediate / O(n√n)
15,--intermediate,37,49,45.71,Intermediate / O(n√n)
15,--intermediate,38,59,43.80,Intermediate / O(n√n)
15,--intermediate,39,56,38.9,Intermediate / O(n√n)
15,--intermediate,40,59,54.28,Intermediate / O(n√n)
15,--intermediate,41,56,45.71,Intermediate / O(n√n)
15,--intermediate,42,63,60.95,Intermediate / O(n√n)
15,--intermediate,43,48,54.28,Intermediate / O(n√n)
15,--intermediate,44,49,52.38,Intermediate / O(n√n)
15,--intermediate,45,59,53.33,Intermediate / O(n√n)
15,--intermediate,46,57,40.95,Intermediate / O(n√n)
15,--intermediate,47,55,40.95,Intermediate / O(n√n)
15,--intermediate,48,48,65.71,Intermediate / O(n√n)
15,--intermediate,49,61,45.71,Intermediate / O(n√n)
15,--intermediate,50,56,40.95,Intermediate / O(n√n)
15,--complex,1,92,48.57,Complex / O(n log n)
15,--complex,2,92,41.90,Complex / O(n log n)
15,--complex,3,92,42.85,Complex / O(n log n)
15,--complex,4,92,62.85,Complex / O(n log n)
15,--complex,5,92,60.95,Complex / O(n log n)
15,--complex,6,92,42.85,Complex / O(n log n)
15,--complex,7,92,57.14,Complex / O(n log n)
15,--complex,8,92,55.23,Complex / O(n log n)
15,--complex,9,92,45.71,Complex / O(n log n)
15,--complex,10,92,62.85,Complex / O(n log n)
15,--complex,11,92,40.95,Complex / O(n log n)
15,--complex,12,92,41.90,Complex / O(n log n)
15,--complex,13,92,49.52,Complex / O(n log n)
15,--complex,14,92,56.19,Complex / O(n log n)
15,--complex,15,92,39.4,Complex / O(n log n)
15,--complex,16,92,51.42,Complex / O(n log n)
15,--complex,17,92,42.85,Complex / O(n log n)
15,--complex,18,92,37.14,Complex / O(n log n)
15,--complex,19,92,48.57,Complex / O(n log n)
15,--complex,20,92,55.23,Complex / O(n log n)
15,--complex,21,92,40.0,Complex / O(n log n)
15,--complex,22,92,43.80,Complex / O(n log n)
15,--complex,23,92,54.28,Complex / O(n log n)
15,--complex,24,92,43.80,Complex / O(n log n)
15,--complex,25,92,42.85,Complex / O(n log n)
15,--complex,26,92,49.52,Complex / O(n log n)
15,--complex,27,92,51.42,Complex / O(n log n)
15,--complex,28,92,50.47,Complex / O(n log n)
15,--complex,29,92,53.33,Complex / O(n log n)
15,--complex,30,92,49.52,Complex / O(n log n)
15,--complex,31,92,46.66,Complex / O(n log n)
15,--complex,32,92,59.4,Complex / O(n log n)
15,--complex,33,92,55.23,Complex / O(n log n)
15,--complex,34,92,36.19,Complex / O(n log n)
15,--complex,35,92,44.76,Complex / O(n log n)
15,--complex,36,92,53.33,Complex / O(n log n)
15,--complex,37,92,50.47,Complex / O(n log n)
15,--complex,38,92,57.14,Complex / O(n log n)
15,--complex,39,92,41.90,Complex / O(n log n)
15,--complex,40,92,44.76,Complex / O(n log n)
15,--complex,41,92,42.85,Complex / O(n log n)
15,--complex,42,92,35.23,Complex / O(n log n)
15,--complex,43,92,59.4,Complex / O(n log n)
15,--complex,44,92,40.0,Complex / O(n log n)
15,--complex,45,92,60.95,Complex / O(n log n)
15,--complex,46,92,40.0,Complex / O(n log n)
15,--complex,47,92,51.42,Complex / O(n log n)
15,--complex,48,92,46.66,Complex / O(n log n)
15,--complex,49,92,66.66,Complex / O(n log n)
15,--complex,50,92,52.38,Complex / O(n log n)
15,--adaptative,1,50,51.42,Adaptative / O(n√n)
15,--adaptative,2,49,56.19,Adaptative / O(n√n)
15,--adaptative,3,52,57.14,Adaptative / O(n√n)
15,--adaptative,4,57,60.95,Adaptative / O(n√n)
15,--adaptative,5,50,47.61,Adaptative / O(n√n)
15,--adaptative,6,54,45.71,Adaptative / O(n√n)
15,--adaptative,7,58,47.61,Adaptative / O(n√n)
15,--adaptative,8,65,60.95,Adaptative / O(n√n)
15,--adaptative,9,53,36.19,Adaptative / O(n√n)
15,--adaptative,10,62,48.57,Adaptative / O(n√n)
15,--adaptative,11,49,57.14,Adaptative / O(n√n)
15,--adaptative,12,64,38.9,Adaptative / O(n√n)
15,--adaptative,13,92,69.52,Adaptative / O(n log n)
15,--adaptative,14,58,51.42,Adaptative / O(n√n)
15,--adaptative,15,92,66.66,Adaptative / O(n log n)
15,--adaptative,16,57,46.66,Adaptative / O(n√n)
15,--adaptative,17,55,62.85,Adaptative / O(n√n)
15,--adaptative,18,48,43.80,Adaptative / O(n√n)
15,--adaptative,19,54,46.66,Adaptative / O(n√n)
15,--adaptative,20,57,53.33,Adaptative / O(n√n)
15,--adaptative,21,47,24.76,Adaptative / O(n√n)
15,--adaptative,22,60,58.9,Adaptative / O(n√n)
15,--adaptative,23,49,57.14,Adaptative / O(n√n)
15,--adaptative,24,62,55.23,Adaptative / O(n√n)
15,--adaptative,25,51,52.38,Adaptative / O(n√n)
15,--adaptative,26,50,32.38,Adaptative / O(n√n)
15,--adaptative,27,59,40.95,Adaptative / O(n√n)
15,--adaptative,28,58,59.4,Adaptative / O(n√n)
15,--adaptative,29,59,47.61,Adaptative / O(n√n)
15,--adaptative,30,53,42.85,Adaptative / O(n√n)
15,--adaptative,31,57,41.90,Adaptative / O(n√n)
15,--adaptative,32,64,45.71,Adaptative / O(n√n)
15,--adaptative,33,54,40.95,Adaptative / O(n√n)
15,--adaptative,34,53,59.4,Adaptative / O(n√n)
15,--adaptative,35,47,51.42,Adaptative / O(n√n)
15,--adaptative,36,55,43.80,Adaptative / O(n√n)
15,--adaptative,37,55,46.66,Adaptative / O(n√n)
15,--adaptative,38,92,66.66,Adaptative / O(n log n)
15,--adaptative,39,56,53.33,Adaptative / O(n√n)
15,--adaptative,40,55,34.28,Adaptative / O(n√n)
15,--adaptative,41,52,51.42,Adaptative / O(n√n)
15,--adaptative,42,50,55.23,Adaptative / O(n√n)
15,--adaptative,43,56,50.47,Adaptative / O(n√n)
15,--adaptative,44,59,62.85,Adaptative / O(n√n)
15,--adaptative,45,55,39.4,Adaptative / O(n√n)
15,--adaptative,46,52,46.66,Adaptative / O(n√n)
15,--adaptative,47,51,53.33,Adaptative / O(n√n)
15,--adaptative,48,56,43.80,Adaptative / O(n√n)
15,--adaptative,49,54,54.28,Adaptative / O(n√n)
15,--adaptative,50,56,54.28,Adaptative / O(n√n)
25,--simple,1,131,42.33,Simple / O(n^2)
25,--simple,2,128,49.33,Simple / O(n^2)
25,--simple,3,115,52.66,Simple / O(n^2)
25,--simple,4,124,51.0,Simple / O(n^2)
25,--simple,5,126,46.33,Simple / O(n^2)
25,--simple,6,133,52.66,Simple / O(n^2)
25,--simple,7,126,67.33,Simple / O(n^2)
25,--simple,8,119,62.66,Simple / O(n^2)
25,--simple,9,150,56.33,Simple / O(n^2)
25,--simple,10,141,50.66,Simple / O(n^2)
25,--simple,11,138,54.66,Simple / O(n^2)
25,--simple,12,132,49.33,Simple / O(n^2)
25,--simple,13,134,46.33,Simple / O(n^2)
25,--simple,14,140,56.0,Simple / O(n^2)
25,--simple,15,123,55.33,Simple / O(n^2)
25,--simple,16,99,49.33,Simple / O(n^2)
25,--simple,17,126,49.0,Simple / O(n^2)
25,--simple,18,127,47.66,Simple / O(n^2)
25,--simple,19,116,41.33,Simple / O(n^2)
25,--simple,20,135,49.33,Simple / O(n^2)
25,--simple,21,137,49.0,Simple / O(n^2)
25,--simple,22,136,52.66,Simple / O(n^2)
25,--simple,23,121,50.33,Simple / O(n^2)
25,--simple,24,140,48.0,Simple / O(n^2)
25,--simple,25,131,55.66,Simple / O(n^2)
25,--simple,26,130,61.0,Simple / O(n^2)
25,--simple,27,130,56.99,Simple / O(n^2)
25,--simple,28,130,54.0,Simple / O(n^2)
25,--simple,29,149,45.66,Simple / O(n^2)
25,--simple,30,122,44.66,Simple / O(n^2)
25,--simple,31,125,57.66,Simple / O(n^2)
25,--simple,32,116,39.66,Simple / O(n^2)
25,--simple,33,140,43.66,Simple / O(n^2)
25,--simple,34,122,54.0,Simple / O(n^2)
25,--simple,35,127,48.0,Simple / O(n^2)
25,--simple,36,148,48.33,Simple / O(n^2)
25,--simple,37,129,36.33,Simple / O(n^2)
25,--simple,38,134,50.66,Simple / O(n^2)
25,--simple,39,138,55.66,Simple / O(n^2)
25,--simple,40,142,59.0,Simple / O(n^2)
25,--simple,41,134,37.66,Simple / O(n^2)
25,--simple,42,143,51.33,Simple / O(n^2)
25,--simple,43,142,46.0,Simple / O(n^2)
25,--simple,44,136,50.33,Simple / O(n^2)
25,--simple,45,142,42.0,Simple / O(n^2)
25,--simple,46,115,50.66,Simple / O(n^2)
25,--simple,47,152,48.66,Simple / O(n^2)
25,--simple,48,140,48.33,Simple / O(n^2)
25,--simple,49,136,45.0,Simple / O(n^2)
25,--simple,50,137,45.66,Simple / O(n^2)
25,--intermediate,1,90,46.33,Intermediate / O(n√n)
25,--intermediate,2,90,55.66,Intermediate / O(n√n)
25,--intermediate,3,92,51.0,Intermediate / O(n√n)
25,--intermediate,4,115,55.33,Intermediate / O(n√n)
25,--intermediate,5,115,52.0,Intermediate / O(n√n)
25,--intermediate,6,104,39.66,Intermediate / O(n√n)
25,--intermediate,7,104,50.33,Intermediate / O(n√n)
25,--intermediate,8,104,47.33,Intermediate / O(n√n)
25,--intermediate,9,94,54.0,Intermediate / O(n√n)
25,--intermediate,10,98,50.0,Intermediate / O(n√n)
25,--intermediate,11,94,46.33,Intermediate / O(n√n)
25,--intermediate,12,107,61.66,Intermediate / O(n√n)
25,--intermediate,13,95,56.66,Intermediate / O(n√n)
25,--intermediate,14,103,53.33,Intermediate / O(n√n)
25,--intermediate,15,103,33.0,Intermediate / O(n√n)
25,--intermediate,16,112,53.0,Intermediate / O(n√n)
25,--intermediate,17,96,47.0,Intermediate / O(n√n)
25,--intermediate,18,107,55.66,Intermediate / O(n√n)
25,--intermediate,19,111,58.66,Intermediate / O(n√n)
25,--intermediate,20,98,59.0,Intermediate / O(n√n)
25,--intermediate,21,100,47.66,Intermediate / O(n√n)
25,--intermediate,22,93,47.66,Intermediate / O(n√n)
25,--intermediate,23,94,42.33,Intermediate / O(n√n)
25,--intermediate,24,113,49.66,Intermediate / O(n√n)
25,--intermediate,25,122,45.33,Intermediate / O(n√n)
25,--intermediate,26,105,46.66,Intermediate / O(n√n)
25,--intermediate,27,94,51.66,Intermediate / O(n√n)
25,--intermediate,28,97,38.0,Intermediate / O(n√n)
25,--intermediate,29,100,49.0,Intermediate / O(n√n)
25,--intermediate,30,97,44.66,Intermediate / O(n√n)
25,--intermediate,31,98,53.66,Intermediate / O(n√n)
25,--intermediate,32,103,55.66,Intermediate / O(n√n)
25,--intermediate,33,115,54.33,Intermediate / O(n√n)
25,--intermediate,34,104,51.66,Intermediate / O(n√n)
25,--intermediate,35,110,51.0,Intermediate / O(n√n)
25,--intermediate,36,114,57.0,Intermediate / O(n√n)
25,--intermediate,37,113,40.0,Intermediate / O(n√n)
25,--intermediate,38,101,52.0,Intermediate / O(n√n)
25,--intermediate,39,111,54.66,Intermediate / O(n√n)
25,--intermediate,40,99,55.66,Intermediate / O(n√n)
25,--intermediate,41,105,50.33,Intermediate / O(n√n)
25,--intermediate,42,90,38.33,Intermediate / O(n√n)
25,--intermediate,43,97,47.66,Intermediate / O(n√n)
25,--intermediate,44,93,56.99,Intermediate / O(n√n)
25,--intermediate,45,86,43.33,Intermediate / O(n√n)
25,--intermediate,46,107,48.33,Intermediate / O(n√n)
25,--intermediate,47,99,53.33,Intermediate / O(n√n)
25,--intermediate,48,96,44.33,Intermediate / O(n√n)
25,--intermediate,49,98,50.0,Intermediate / O(n√n)
25,--intermediate,50,91,44.0,Intermediate / O(n√n)
25,--complex,1,196,57.33,Complex / O(n log n)
25,--complex,2,196,57.66,Complex / O(n log n)
25,--complex,3,196,48.0,Complex / O(n log n)
25,--complex,4,196,52.66,Complex / O(n log n)
25,--complex,5,196,35.0,Complex / O(n log n)
25,--complex,6,196,51.0,Complex / O(n log n)
25,--complex,7,196,51.66,Complex / O(n log n)
25,--complex,8,196,56.66,Complex / O(n log n)
25,--complex,9,196,41.33,Complex / O(n log n)
25,--complex,10,196,50.33,Complex / O(n log n)
25,--complex,11,196,47.66,Complex / O(n log n)
25,--complex,12,196,37.0,Complex / O(n log n)
25,--complex,13,196,54.0,Complex / O(n log n)
25,--complex,14,196,52.66,Complex / O(n log n)
25,--complex,15,196,51.66,Complex / O(n log n)
25,--complex,16,196,47.66,Complex / O(n log n)
25,--complex,17,196,51.33,Complex / O(n log n)
25,--complex,18,196,42.66,Complex / O(n log n)
25,--complex,19,196,53.0,Complex / O(n log n)
25,--complex,20,196,49.66,Complex / O(n log n)
25,--complex,21,196,53.0,Complex / O(n log n)
25,--complex,22,196,42.33,Complex / O(n log n)
25,--complex,23,196,54.0,Complex / O(n log n)
25,--complex,24,196,53.33,Complex / O(n log n)
25,--complex,25,196,57.0,Complex / O(n log n)
25,--complex,26,196,42.33,Complex / O(n log n)
25,--complex,27,196,49.66,Complex / O(n log n)
25,--complex,28,196,55.66,Complex / O(n log n)
25,--complex,29,196,47.66,Complex / O(n log n)
25,--complex,30,196,49.33,Complex / O(n log n)
25,--complex,31,196,37.0,Complex / O(n log n)
25,--complex,32,196,57.33,Complex / O(n log n)
25,--complex,33,196,51.66,Complex / O(n log n)
25,--complex,34,196,54.33,Complex / O(n log n)
25,--complex,35,196,52.33,Complex / O(n log n)
25,--complex,36,196,48.0,Complex / O(n log n)
25,--complex,37,196,60.33,Complex / O(n log n)
25,--complex,38,196,37.33,Complex / O(n log n)
25,--complex,39,196,53.33,Complex / O(n log n)
25,--complex,40,196,47.33,Complex / O(n log n)
25,--complex,41,196,72.66,Complex / O(n log n)
25,--complex,42,196,50.66,Complex / O(n log n)
25,--complex,43,196,41.66,Complex / O(n log n)
25,--complex,44,196,53.66,Complex / O(n log n)
25,--complex,45,196,58.66,Complex / O(n log n)
25,--complex,46,196,56.33,Complex / O(n log n)
25,--complex,47,196,50.33,Complex / O(n log n)
25,--complex,48,196,53.66,Complex / O(n log n)
25,--complex,49,196,48.66,Complex / O(n log n)
25,--complex,50,196,61.33,Complex / O(n log n)
25,--adaptative,1,96,42.66,Adaptative / O(n√n)
25,--adaptative,2,103,56.66,Adaptative / O(n√n)
25,--adaptative,3,91,42.66,Adaptative / O(n√n)
25,--adaptative,4,98,41.0,Adaptative / O(n√n)
25,--adaptative,5,106,52.0,Adaptative / O(n√n)
25,--adaptative,6,90,38.0,Adaptative / O(n√n)
25,--adaptative,7,104,47.33,Adaptative / O(n√n)
25,--adaptative,8,99,41.66,Adaptative / O(n√n)
25,--adaptative,9,104,46.66,Adaptative / O(n√n)
25,--adaptative,10,105,50.0,Adaptative / O(n√n)
25,--adaptative,11,94,58.33,Adaptative / O(n√n)
25,--adaptative,12,103,57.66,Adaptative / O(n√n)
25,--adaptative,13,100,36.0,Adaptative / O(n√n)
25,--adaptative,14,110,47.33,Adaptative / O(n√n)
25,--adaptative,15,109,55.33,Adaptative / O(n√n)
25,--adaptative,16,102,48.0,Adaptative / O(n√n)
25,--adaptative,17,100,53.0,Adaptative / O(n√n)
25,--adaptative,18,98,56.99,Adaptative / O(n√n)
25,--adaptative,19,96,59.66,Adaptative / O(n√n)
25,--adaptative,20,124,51.66,Adaptative / O(n√n)
25,--adaptative,21,101,30.66,Adaptative / O(n√n)
25,--adaptative,22,91,49.66,Adaptative / O(n√n)
25,--adaptative,23,103,50.33,Adaptative / O(n√n)
25,--adaptative,24,110,43.33,Adaptative / O(n√n)
25,--adaptative,25,92,51.33,Adaptative / O(n√n)
25,--adaptative,26,104,62.66,Adaptative / O(n√n)
25,--adaptative,27,112,48.0,Adaptative / O(n√n)
25,--adaptative,28,112,60.66,Adaptative / O(n√n)
25,--adaptative,29,106,44.0,Adaptative / O(n√n)
25,--adaptative,30,103,46.66,Adaptative / O(n√n)
25,--adaptative,31,93,56.0,Adaptative / O(n√n)
25,--adaptative,32,111,46.0,Adaptative / O(n√n)
25,--adaptative,33,103,45.0,Adaptative / O(n√n)
25,--adaptative,34,106,50.33,Adaptative / O(n√n)
25,--adaptative,35,86,41.66,Adaptative / O(n√n)
25,--adaptative,36,112,61.0,Adaptative / O(n√n)
25,--adaptative,37,103,50.0,Adaptative / O(n√n)
25,--adaptative,38,103,40.0,Adaptative / O(n√n)
25,--adaptative,39,93,51.33,Adaptative / O(n√n)
25,--adaptative,40,99,47.33,Adaptative / O(n√n)
25,--adaptative,41,103,39.66,Adaptative / O(n√n)
25,--adaptative,42,99,46.66,Adaptative / O(n√n)
25,--adaptative,43,105,60.33,Adaptative / O(n√n)
25,--adaptative,44,89,46.33,Adaptative / O(n√n)
25,--adaptative,45,106,59.33,Adaptative / O(n√n)
25,--adaptative,46,101,54.66,Adaptative / O(n√n)
25,--adaptative,47,117,48.0,Adaptative / O(n√n)
25,--adaptative,48,104,44.66,Adaptative / O(n√n)
25,--adaptative,49,106,44.66,Adaptative / O(n√n)
25,--adaptative,50,99,47.33,Adaptative / O(n√n)
50,--simple,1,403,54.69,Simple / O(n^2)
50,--simple,2,394,46.36,Simple / O(n^2)
50,--simple,3,444,48.40,Simple / O(n^2)
50,--simple,4,397,49.63,Simple / O(n^2)
50,--simple,5,470,48.40,Simple / O(n^2)
50,--simple,6,407,60.89,Simple / O(n^2)
50,--simple,7,409,51.51,Simple / O(n^2)
50,--simple,8,420,53.22,Simple / O(n^2)
50,--simple,9,348,48.32,Simple / O(n^2)
50,--simple,10,437,47.34,Simple / O(n^2)
50,--simple,11,419,49.14,Simple / O(n^2)
50,--simple,12,410,43.83,Simple / O(n^2)
50,--simple,13,418,52.32,Simple / O(n^2)
50,--simple,14,452,55.91,Simple / O(n^2)
50,--simple,15,382,45.71,Simple / O(n^2)
50,--simple,16,440,54.53,Simple / O(n^2)
50,--simple,17,401,53.22,Simple / O(n^2)
50,--simple,18,414,45.79,Simple / O(n^2)
50,--simple,19,402,56.73,Simple / O(n^2)
50,--simple,20,378,51.34,Simple / O(n^2)
50,--simple,21,375,51.83,Simple / O(n^2)
50,--simple,22,365,46.12,Simple / O(n^2)
50,--simple,23,412,46.61,Simple / O(n^2)
50,--simple,24,451,61.30,Simple / O(n^2)
50,--simple,25,440,49.63,Simple / O(n^2)
50,--simple,26,423,45.87,Simple / O(n^2)
50,--simple,27,365,50.44,Simple / O(n^2)
50,--simple,28,421,48.81,Simple / O(n^2)
50,--simple,29,414,51.34,Simple / O(n^2)
50,--simple,30,415,55.2,Simple / O(n^2)
50,--simple,31,436,53.14,Simple / O(n^2)
50,--simple,32,387,53.14,Simple / O(n^2)
50,--simple,33,426,54.77,Simple / O(n^2)
50,--simple,34,398,54.85,Simple / O(n^2)
50,--simple,35,371,43.67,Simple / O(n^2)
50,--simple,36,435,50.77,Simple / O(n^2)
50,--simple,37,484,54.12,Simple / O(n^2)
50,--simple,38,377,44.24,Simple / O(n^2)
